no,topik,subtopik,soal,jawaban,contoh,konteks,link_sumber
783,benda dan sifatnya,bahan penyusun benda,istilah apa yang tepat untuk bahan yang kuat namun ringan dan mudah dibentuk?,kayu,"contohnya ketika lemari dari bahan alami, kayu dibutuhkan","kayu sering dipakai untuk perabot karena mudah dikerjakan. dengan begitu, kayu dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
784,benda dan sifatnya,bahan penyusun benda,"dalam pelajaran bahan penyusun benda dan sifatnya, bahan yang kuat dan menghantarkan panas disebut ...?",logam,panci di dapur menunjukkan peran logam,logam cocok untuk benda yang harus tahan lama dan kuat. situasi panci di dapur membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
785,benda dan sifatnya,bahan penyusun benda,"jika dijelaskan sebagai bahan yang kuat dan menghantarkan panas, jawabannya adalah ...",logam,logam membantu pada saat sendok dan garpu,logam cocok untuk benda yang harus tahan lama dan kuat. penjelasan ini cocok untuk memahami sendok dan garpu.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
786,benda dan sifatnya,bahan penyusun benda,apa sebutan untuk bahan yang kuat dan menghantarkan panas?,logam,alat masak yang dipanaskan,logam cocok untuk benda yang harus tahan lama dan kuat. contoh situasinya: alat masak yang dipanaskan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
787,benda dan sifatnya,bahan penyusun benda,bagian manakah yang dimaksud dengan bahan ringan yang tidak mudah pecah?,plastik,plastik terlihat saat botol minum,plastik sering dipilih untuk wadah yang perlu praktis dan ringan. hal ini tampak jelas pada kegiatan botol minum.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
788,benda dan sifatnya,bahan penyusun benda,sebutkan bagian yang sesuai dengan uraian bahan ringan yang tidak mudah pecah.,plastik,"contohnya ketika wadah bekal sekolah, plastik dibutuhkan","plastik sering dipilih untuk wadah yang perlu praktis dan ringan. dengan begitu, plastik dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
789,benda dan sifatnya,bahan penyusun benda,apa nama bahan ringan yang tidak mudah pecah?,plastik,peralatan rumah yang ringan menunjukkan peran plastik,plastik sering dipilih untuk wadah yang perlu praktis dan ringan. situasi peralatan rumah yang ringan membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
790,benda dan sifatnya,bahan penyusun benda,bagian apa yang berfungsi sebagai bahan bening yang mudah meneruskan cahaya?,kaca,kaca membantu pada saat jendela rumah,kaca banyak digunakan untuk benda yang harus terlihat jelas. penjelasan ini cocok untuk memahami jendela rumah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
791,benda dan sifatnya,bahan penyusun benda,istilah apa yang tepat untuk bahan bening yang mudah meneruskan cahaya?,kaca,gelas bening,kaca banyak digunakan untuk benda yang harus terlihat jelas. contoh situasinya: gelas bening.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
792,benda dan sifatnya,bahan penyusun benda,"dalam pelajaran bahan penyusun benda dan sifatnya, bahan bening yang mudah meneruskan cahaya disebut ...?",kaca,kaca terlihat saat akuarium kecil,kaca banyak digunakan untuk benda yang harus terlihat jelas. hal ini tampak jelas pada kegiatan akuarium kecil.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
793,benda dan sifatnya,bahan penyusun benda,"jika dijelaskan sebagai bahan lentur yang dapat ditarik lalu kembali ke bentuk semula, jawabannya adalah ...",karet,"contohnya ketika ikat rambut, karet dibutuhkan","karet dipakai untuk benda yang harus elastis. dengan begitu, karet dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
794,benda dan sifatnya,bahan penyusun benda,apa sebutan untuk bahan lentur yang dapat ditarik lalu kembali ke bentuk semula?,karet,ban sepeda menunjukkan peran karet,karet dipakai untuk benda yang harus elastis. situasi ban sepeda membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
795,benda dan sifatnya,bahan penyusun benda,bagian manakah yang dimaksud dengan bahan lentur yang dapat ditarik lalu kembali ke bentuk semula?,karet,karet membantu pada saat penghapus lentur,karet dipakai untuk benda yang harus elastis. penjelasan ini cocok untuk memahami penghapus lentur.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
796,benda dan sifatnya,jenis bahan dan teknik pembuatannya,sebutkan bagian yang sesuai dengan uraian bahan lembut yang umum dipakai untuk pakaian.,kain,seragam sekolah,kain dipilih karena nyaman dipakai di tubuh. contoh situasinya: seragam sekolah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
797,benda dan sifatnya,jenis bahan dan teknik pembuatannya,apa nama bahan lembut yang umum dipakai untuk pakaian?,kain,kain terlihat saat baju harian,kain dipilih karena nyaman dipakai di tubuh. hal ini tampak jelas pada kegiatan baju harian.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
798,benda dan sifatnya,jenis bahan dan teknik pembuatannya,bagian apa yang berfungsi sebagai bahan lembut yang umum dipakai untuk pakaian?,kain,"contohnya ketika selimut tipis, kain dibutuhkan","kain dipilih karena nyaman dipakai di tubuh. dengan begitu, kain dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
799,benda dan sifatnya,jenis bahan dan teknik pembuatannya,istilah apa yang tepat untuk bahan keras yang sering dipakai untuk alat makan?,keramik,piring makan menunjukkan peran keramik,"keramik sering dibuat menjadi piring, mangkuk, atau cangkir. situasi piring makan membantu memperjelas perannya.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
800,benda dan sifatnya,jenis bahan dan teknik pembuatannya,"dalam pelajaran bahan penyusun benda dan sifatnya, bahan keras yang sering dipakai untuk alat makan disebut ...?",keramik,keramik membantu pada saat cangkir teh,"keramik sering dibuat menjadi piring, mangkuk, atau cangkir. penjelasan ini cocok untuk memahami cangkir teh.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
801,benda dan sifatnya,jenis bahan dan teknik pembuatannya,"jika dijelaskan sebagai bahan keras yang sering dipakai untuk alat makan, jawabannya adalah ...",keramik,mangkuk di meja dapur,"keramik sering dibuat menjadi piring, mangkuk, atau cangkir. contoh situasinya: mangkuk di meja dapur.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
802,benda dan sifatnya,jenis bahan dan teknik pembuatannya,apa sebutan untuk bahan alami yang ringan dan mudah dianyam?,bambu,bambu terlihat saat anyaman sederhana,bambu sering dimanfaatkan untuk kerajinan dan bangunan sederhana. hal ini tampak jelas pada kegiatan anyaman sederhana.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
803,benda dan sifatnya,jenis bahan dan teknik pembuatannya,bagian manakah yang dimaksud dengan bahan alami yang ringan dan mudah dianyam?,bambu,"contohnya ketika alat rumah tangga dari bahan alam, bambu dibutuhkan","bambu sering dimanfaatkan untuk kerajinan dan bangunan sederhana. dengan begitu, bambu dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
804,benda dan sifatnya,jenis bahan dan teknik pembuatannya,sebutkan bagian yang sesuai dengan uraian bahan alami yang ringan dan mudah dianyam.,bambu,keranjang tradisional menunjukkan peran bambu,bambu sering dimanfaatkan untuk kerajinan dan bangunan sederhana. situasi keranjang tradisional membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
805,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,apa nama logam yang baik menghantarkan panas dan listrik?,tembaga,tembaga membantu pada saat kabel listrik,tembaga banyak dipakai pada kabel dan alat listrik tertentu. penjelasan ini cocok untuk memahami kabel listrik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
806,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,bagian apa yang berfungsi sebagai logam yang baik menghantarkan panas dan listrik?,tembaga,alat penghantar listrik,tembaga banyak dipakai pada kabel dan alat listrik tertentu. contoh situasinya: alat penghantar listrik.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
807,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,istilah apa yang tepat untuk logam yang baik menghantarkan panas dan listrik?,tembaga,tembaga terlihat saat komponen logam di rumah,tembaga banyak dipakai pada kabel dan alat listrik tertentu. hal ini tampak jelas pada kegiatan komponen logam di rumah.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
808,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,"dalam pelajaran bahan penyusun benda dan sifatnya, bahan yang sulit menghantarkan panas atau listrik disebut ...?",isolator,"contohnya ketika pegangan setrika, isolator dibutuhkan","bahan isolator membantu menjaga keamanan saat memakai alat tertentu. dengan begitu, isolator dapat bekerja secara tepat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
809,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,"jika dijelaskan sebagai bahan yang sulit menghantarkan panas atau listrik, jawabannya adalah ...",isolator,sarung kabel menunjukkan peran isolator,bahan isolator membantu menjaga keamanan saat memakai alat tertentu. situasi sarung kabel membantu memperjelas perannya.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
810,benda dan sifatnya,penggunaan benda berdasarkan sifat bahan penyusunnya,apa sebutan untuk bahan yang sulit menghantarkan panas atau listrik?,isolator,isolator membantu pada saat alat yang tidak cepat panas,bahan isolator membantu menjaga keamanan saat memakai alat tertentu. penjelasan ini cocok untuk memahami alat yang tidak cepat panas.,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
811,benda dan sifatnya,sifat benda cair,jelaskan sifat benda cair!,sifat benda cair penting karena memungkinkan aliran dan pencampuran dengan benda cair lain.,"misalnya, air, minyak, susu adalah contoh benda cair.","ingat ya, memahami peran sifat benda cair membantu kita mengerti sifat benda cair.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
812,benda dan sifatnya,sifat benda cair,"coba jelaskan, apa sih sifat benda cair?",sifat benda cair memiliki fungsi memungkinkan aliran dan pencampuran dengan benda cair lain.,"kamu pasti pernah lihat: air, minyak, susu adalah contoh benda cair.",penting: benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
813,benda dan sifatnya,sifat benda cair,sebutkan sifat benda cair dalam sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
814,benda dan sifatnya,kepadatan benda,"coba jelaskan, apa sih dan bagaimana mengukurnya?",kepadatan adalah perbandingan antara mas benda dengan volumenya (Ï = m/v).,kamu pasti pernah lihat: benda dengan kepadatan rendah akan terapung di air.,penting: konsep kepadatan penting dalam berbagai aplikasi industri.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
815,benda dan sifatnya,sifat benda cair,"coba jelaskan, apa sih sifat benda cair?","benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","kamu pasti pernah lihat: air, minyak, susu adalah contoh benda cair.",penting: benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
816,benda dan sifatnya,sifat benda cair,jelaskan sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","misalnya, air, minyak, susu adalah contoh benda cair.","ingat ya, benda cair selalu mencari posisi terendah karena gravitasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
817,benda dan sifatnya,sifat benda padat,apa fungsi sifat benda padat dalam sifat benda padat?,sifat benda padat memiliki fungsi memberikan struktur dan stabilitas kepada benda,"batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
818,benda dan sifatnya,sifat benda cair,jelaskan tentang sifat benda cair dalam sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.",sifat benda cair adalah bagian penting dari sifat benda cair.,benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
819,benda dan sifatnya,sifat benda cair,apa itu sifat benda cair?,sifat benda cair penting karena memungkinkan aliran dan pencampuran dengan benda cair lain.,"air, minyak, susu adalah contoh benda cair.",memahami peran sifat benda cair membantu kita mengerti sifat benda cair,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
820,benda dan sifatnya,sifat benda padat,"coba jelaskan, apa sih sifat benda padat?","benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","kamu pasti pernah lihat: batu, kayu, logam adalah contoh benda padat.",penting: sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
821,benda dan sifatnya,sifat benda padat,"coba jelaskan, apa sih sifat benda padat?","benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","kamu pasti pernah lihat: batu, kayu, logam adalah contoh benda padat.",penting: sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
822,benda dan sifatnya,sifat benda padat,"coba jelaskan, apa sih sifat benda padat?",sifat benda padat penting karena memberikan struktur dan stabilitas kepada benda.,"kamu pasti pernah lihat: batu, kayu, logam adalah contoh benda padat.",penting: memahami peran sifat benda padat membantu kita mengerti sifat benda padat,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
823,benda dan sifatnya,sifat benda padat,apa itu sifat benda padat?,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.",sifat benda padat adalah bagian penting dari sifat benda padat.,sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
824,benda dan sifatnya,kepadatan benda,apa itu dan bagaimana mengukurnya?,kepadatan adalah perbandingan antara mas benda dengan volumenya (Ï = m/v).,benda dengan kepadatan rendah akan terapung di air.,konsep kepadatan penting dalam berbagai aplikasi industri.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
825,benda dan sifatnya,sifat benda cair,jelaskan sifat benda cair!,sifat benda cair memiliki fungsi memungkinkan aliran dan pencampuran dengan benda cair lain.,"misalnya, air, minyak, susu adalah contoh benda cair.","ingat ya, benda cair selalu mencari posisi terendah karena gravitasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
826,benda dan sifatnya,sifat benda cair,jelaskan sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","misalnya, air, minyak, susu adalah contoh benda cair.","ingat ya, benda cair selalu mencari posisi terendah karena gravitasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
827,benda dan sifatnya,sifat benda padat,"coba jelaskan, apa sih sifat benda padat?","benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.",kamu pasti pernah lihat: sifat benda padat adalah bagian penting dari sifat benda padat.,penting: sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
828,benda dan sifatnya,kepadatan benda,jelaskan dan bagaimana mengukurnya!,kepadatan adalah perbandingan antara mas benda dengan volumenya (Ï = m/v). satuan kg/mÂ³ atau g/cmÂ³.,"misalnya, benda dengan kepadatan rendah akan terapung di air.","ingat ya, konsep kepadatan penting dalam berbagai aplikasi industri.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
829,benda dan sifatnya,sifat benda padat,apa itu sifat benda padat?,sifat benda padat penting karena memberikan struktur dan stabilitas kepada benda.,"batu, kayu, logam adalah contoh benda padat.",memahami peran sifat benda padat membantu kita mengerti sifat benda padat,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
830,benda dan sifatnya,sifat benda padat,jelaskan sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","misalnya, batu, kayu, logam adalah contoh benda padat.","ingat ya, sifat padat ditentukan oleh susunan partikel yang rapat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
831,benda dan sifatnya,sifat benda padat,jelaskan sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","misalnya, batu, kayu, logam adalah contoh benda padat.","ingat ya, sifat padat ditentukan oleh susunan partikel yang rapat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
832,benda dan sifatnya,sifat benda padat,jelaskan sifat benda padat!,sifat benda padat memiliki fungsi memberikan struktur dan stabilitas kepada benda.,"misalnya, batu, kayu, logam adalah contoh benda padat.","ingat ya, sifat padat ditentukan oleh susunan partikel yang rapat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
833,benda dan sifatnya,materi dan komposisi,apa itu materi dan atribut-atributnya?,materi adalah sesuatu yang memiliki masa dan menempati ruang.,sifat materi bergantung pada komposisi partikelnya.,pemahaman materi penting untuk ilmu kimia dan fisika.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
834,benda dan sifatnya,sifat benda cair,apa itu sifat benda cair?,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_013/
835,benda dan sifatnya,materi dan komposisi,jelaskan materi dan atribut-atributnya!,"materi adalah sesuatu yang memiliki masa dan menempati ruang. atribut materi: (1) warna, (2) bentuk, (3) tekstur, (4) kerasnya, (5) keelastisannya.","misalnya, sifat materi bergantung pada komposisi partikelnya.","ingat ya, pemahaman materi penting untuk ilmu kimia dan fisika.",https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
836,benda dan sifatnya,materi dan komposisi,"coba jelaskan, apa sih materi dan atribut-atributnya?",materi adalah sesuatu yang memiliki masa dan menempati ruang.,kamu pasti pernah lihat: sifat materi bergantung pada komposisi partikelnya.,penting: pemahaman materi penting untuk ilmu kimia dan fisika.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
837,benda dan sifatnya,sifat benda cair,jelaskan karakteristik sifat benda cair dalam sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
838,benda dan sifatnya,kepadatan benda,apa yang dimaksud dengan kepadatan benda dan bagaimana mengukurnya?,kepadatan adalah perbandingan antara mas benda dengan volumenya (Ï = m/v). satuan kg/mÂ³ atau g/cmÂ³. benda dengan kepadatan berbeda akan mengapung atau tenggelam dalam cairan.,benda dengan kepadatan rendah akan terapung di air.,konsep kepadatan penting dalam berbagai aplikasi industri.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
839,benda dan sifatnya,sifat benda padat,apa itu sifat benda padat?,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
840,benda dan sifatnya,sifat benda padat,jelaskan tentang sifat benda padat dalam sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.",sifat benda padat adalah bagian penting dari sifat benda padat.,sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_012/
841,benda dan sifatnya,sifat benda padat,jelaskan sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","misalnya, sifat benda padat adalah bagian penting dari sifat benda padat.","ingat ya, sifat padat ditentukan oleh susunan partikel yang rapat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
842,benda dan sifatnya,sifat benda padat,apa itu sifat benda padat?,sifat benda padat memiliki fungsi memberikan struktur dan stabilitas kepada benda.,"batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
843,benda dan sifatnya,sifat benda padat,jelaskan karakteristik sifat benda padat dalam sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_007/view/
844,benda dan sifatnya,sifat benda cair,"coba jelaskan, apa sih sifat benda cair?","benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.",kamu pasti pernah lihat: sifat benda cair adalah bagian penting dari sifat benda cair.,penting: benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
845,benda dan sifatnya,sifat benda padat,apa itu sifat benda padat?,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
846,benda dan sifatnya,sifat benda padat,mengapa sifat benda padat penting dalam sifat benda padat?,sifat benda padat penting karena memberikan struktur dan stabilitas kepada benda,"batu, kayu, logam adalah contoh benda padat.",memahami peran sifat benda padat membantu kita mengerti sifat benda padat,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
847,benda dan sifatnya,sifat benda padat,jelaskan sifat benda padat!,sifat benda padat penting karena memberikan struktur dan stabilitas kepada benda.,"misalnya, batu, kayu, logam adalah contoh benda padat.","ingat ya, memahami peran sifat benda padat membantu kita mengerti sifat benda padat.",https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
848,benda dan sifatnya,materi dan komposisi,apa yang dimaksud dengan materi dan atribut-atributnya?,"materi adalah sesuatu yang memiliki masa dan menempati ruang. atribut materi: (1) warna, (2) bentuk, (3) tekstur, (4) kerasnya, (5) keelastisannya.",sifat materi bergantung pada komposisi partikelnya.,pemahaman materi penting untuk ilmu kimia dan fisika.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
849,benda dan sifatnya,sifat benda cair,"coba jelaskan, apa sih sifat benda cair?","benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","kamu pasti pernah lihat: air, minyak, susu adalah contoh benda cair.",penting: benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
850,benda dan sifatnya,sifat benda cair,apa itu sifat benda cair?,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.",sifat benda cair adalah bagian penting dari sifat benda cair.,benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
851,benda dan sifatnya,sifat benda padat,"coba jelaskan, apa sih sifat benda padat?",sifat benda padat memiliki fungsi memberikan struktur dan stabilitas kepada benda.,"kamu pasti pernah lihat: batu, kayu, logam adalah contoh benda padat.",penting: sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
852,benda dan sifatnya,sifat benda cair,apa itu sifat benda cair?,sifat benda cair memiliki fungsi memungkinkan aliran dan pencampuran dengan benda cair lain.,"air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
853,benda dan sifatnya,sifat benda cair,apa itu sifat benda cair?,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
854,benda dan sifatnya,sifat benda cair,apa fungsi sifat benda cair dalam sifat benda cair?,sifat benda cair memiliki fungsi memungkinkan aliran dan pencampuran dengan benda cair lain,"air, minyak, susu adalah contoh benda cair.",benda cair selalu mencari posisi terendah karena gravitasi.,https://www.omahbse.com/ktsp/file/sd-5_ipa_001/
855,benda dan sifatnya,sifat benda cair,mengapa sifat benda cair penting dalam sifat benda cair?,sifat benda cair penting karena memungkinkan aliran dan pencampuran dengan benda cair lain,"air, minyak, susu adalah contoh benda cair.",memahami peran sifat benda cair membantu kita mengerti sifat benda cair,https://www.omahbse.com/ktsp/file/sd-5_ipa_006/
856,benda dan sifatnya,sifat benda padat,sebutkan sifat benda padat dalam sifat benda padat!,"benda padat memiliki bentuk dan volume yang tetap, partikelnya tersusun rapat dan tidak dapat bergerak bebas.","batu, kayu, logam adalah contoh benda padat.",sifat padat ditentukan oleh susunan partikel yang rapat.,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
857,benda dan sifatnya,sifat benda cair,"coba jelaskan, apa sih sifat benda cair?",sifat benda cair penting karena memungkinkan aliran dan pencampuran dengan benda cair lain.,"kamu pasti pernah lihat: air, minyak, susu adalah contoh benda cair.",penting: memahami peran sifat benda cair membantu kita mengerti sifat benda cair,https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
858,benda dan sifatnya,sifat benda cair,jelaskan sifat benda cair!,"benda cair memiliki volume tetap tapi bentuk berubah mengikuti wadah, partikelnya dapat bergerak lebih bebas dari padatan.","misalnya, sifat benda cair adalah bagian penting dari sifat benda cair.","ingat ya, benda cair selalu mencari posisi terendah karena gravitasi.",https://www.omahbse.com/ktsp/file/sd-5_ipa_005/
891,benda dan sifatnya,benda dan sifatnya,mengapa benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
892,benda dan sifatnya,benda dan sifatnya,apa alasan benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
893,benda dan sifatnya,benda dan sifatnya,kenapa benda dibuat dari bahan yang berbeda?,hal ini karena setiap bahan memiliki sifat serta kegunaan berbeda.,"kursi kayu lebih kuat, sedangkan gelas kaca transparan.",benda di sekitar kita tersusun dari beragam bahan.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
894,benda dan sifatnya,serat,apa yang dimaksud dengan serat pada bahan penyusun benda?,serat berupa untaian halus yang tidak dapat dipisahkan lagi.,benang dan tali tersusun dari serat.,serat menjadi bahan dasar untuk beberapa benda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
895,benda dan sifatnya,serat,apa pengertian serat pada bahan penyusun benda?,serat berupa untaian halus yang tidak dapat dipisahkan lagi.,benang dan tali tersusun dari serat.,serat menjadi bahan dasar untuk beberapa benda.,https://www.omahbse.com/ktsp/file/sd-5_ipa_002/
